Designator,Mid X,Mid Y,Rotation,Layer
C1,80.772,-54.991,270.0,top
C2,85.75,-49.784,0.0,top
CADJ1,85.0,-62.738,0.0,top
D1,96.75,-52.578,180.0,top
F1,92.25,-52.578,0.0,top
J1,76.708,-53.462,0.0,top
J2,100.7,-53.462,0.0,top
RV1,92.75,-61.214,270.0,top
U1,86.0,-55.753,90.0,top
